,abstract,link4download,links,num_citations,num_downloads_cu,publication_date,title,venue
239,"In recent years, the botnet phenomenon is one of the most dangerous threat to Internet security, which supports a wide range of criminal activities, including distributed denial of service (DDoS) attacks, click fraud, phishing, malware distribution, spam emails, etc. An increasing number of botnets use Domain Generation Algorithms (DGAs) to avoid detection and exclusion by the traditional methods. By dynamically and frequently generating a large number of random domain names for candidate command and control (C&C) server, botnet can be still survive even when a C&C server domain is identified and taken down. This paper presents a novel method to detect DGA botnets using Collaborative Filtering and Density-Based Clustering. We propose a combination of clustering and classification algorithm that relies on the similarity in characteristic distribution of domain names to remove noise and group similar domains. Collaborative Filtering (CF) technique is applied to find out bots in each botnet, help finding out offline malwares infected-machine. We implemented our prototype system, carried out the analysis of a huge amount of DNS traffic log of Viettel Group and obtain positive results.",https://dl.acm.org/ft_gateway.cfm?id=2833310&ftid=1645728&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=2833310&preflayout=flat,1,267,December 2015,DGA Botnet detection using Collaborative Filtering and Density-based Clustering,SoICT 2015: Proceedings of the Sixth International Symposium on Information and Communication Technology
240,"While peer-to-peer (P2P) systems have emerged in popularity in recent years, their large-scale and complexity make them difficult to reason about. In this paper, we argue that systematic analysis of traffic characteristics of P2P systems can reveal a wealth of information about their behavior, and highlight potential undesirable activities that such systems may exhibit. As a first step to this end, we present an offline and semi-automated approach to detect undesirable behavior. Our analysis is applied on real traffic traces collected from a Point-of-Presence (PoP) of a national-wide ISP in which over 70% of the total traffic is due to eMule [19], a popular P2P file-sharing system. Flow-level measurements are aggregated into ""samples"" referring to the activity of each host during a time interval. We then employ a clustering technique to automatically and coarsely identify similar behavior across samples, and extensively use domain knowledge to interpret and analyze the resulting clusters. Our analysis shows several examples of undesirable behavior including evidence of DDoS attacks exploiting live P2P clients, significant amounts of unwanted traffic that may harm network performance, and instances where the performance of participating peers may be subverted due to maliciously deployed servers. Identification of such patterns can benefit network operators, P2P system developers, and actual end-users.",https://dl.acm.org/ft_gateway.cfm?id=1555353&ftid=643663&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1555353&preflayout=flat,5,739,June 2009,Inferring undesirable behavior from P2P traffic analysis,SIGMETRICS '09: Proceedings of the eleventh international joint conference on Measurement and modeling of computer systems
241,"Volumetric attacks, which overwhelm the bandwidth of a destination, are amongst the most common DDoS attacks today. One practical approach to addressing these attacks is to redirect all destination traffic (e.g., via DNS or BGP) to a third-party, DDoS-protection-as-a-service provider (e.g., CloudFlare) that is well provisioned and equipped with filtering mechanisms to remove attack traffic before passing the remaining benign traffic to the destination. An alternative approach is based on the concept of network capabilities, whereby source sending rates are determined by receiver consent, in the form of capabilities enforced by the network. While both third-party scrubbing services and network capabilities can be effective at reducing unwanted traffic at an overwhelmed destination, DDoS-protection-as-a-service solutions outsource all of the scheduling decisions (e.g., fairness, priority and attack identification) to the provider, while capability-based solutions require extensive modifications to existing infrastructure to operate. In this paper we introduce MiddlePolice, which seeks to marry the deployability of DDoS-protection-as-a-service solutions with the destination-based control of network capability systems. We show that by allowing feedback from the destination to the provider, MiddlePolice can effectively enforce destination-chosen policies, while requiring no deployment from unrelated parties.",https://dl.acm.org/ft_gateway.cfm?id=2978306&ftid=1805764&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=2978306&preflayout=flat,3,585,October 2016,MiddlePolice: Toward Enforcing Destination-Defined Policies in the Middle of the Internet,CCS '16: Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security
242,"Since the security and fault tolerance is the two important metrics of the data storage, it brings both opportunities and challenges for distributed data storage and transaction. The traditional transaction system of storage resources, which generally runs in a centralized mode, results in high cost, vendor lock-in, single point failure risk, DDoS attack and information security. Therefore, this paper proposes a distributed transaction method for cloud storage based on smart contract. First, to guarantee the fault tolerance and decrease the storing cost for erasure coding, a VCG-based auction mechanism is proposed for storage transaction, and we deploy and implement the proposed mechanism by designing a corresponding smart contract. Especially, we address the problem - how to implement a VCG-like mechanism in a blockchain environment. Based on private chain of Ethereum, we make the simulations for proposed storage transaction method. The results showed that proposed transaction model can realize competitive trading of storage resources, and ensure the safe and economic operation of resource trading.",https://dl.acm.org/ft_gateway.cfm?id=3290499&ftid=2025042&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=3290499&preflayout=flat,0,49,November 2018,A Cloud Storage Resource Transaction Mechanism Based on Smart Contract,ICCNS 2018: Proceedings of the 8th International Conference on Communication and Network Security
243,"If the Internet is the original cloud, then ubiquitous Internet information services such as the Domain Name System (DNS) and WHOIS are among the classic cloud services. Although protocols from the 1980s running over ports 53 and 43 may appear to be a long way from today's cloud computing model, the services' profile - with points of presence around the world sharing a common data set and fulfilling billions of transactions per day - is much closer to ""cloud"" than one might expect. Indeed, all five essential characteristics of cloud computing appear, to varying extents, in the implementation of these early examples of the Software as a Service model.",https://dl.acm.org/ft_gateway.cfm?id=2381929&ftid=1296221&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=2381929&preflayout=flat,0,228,October 2012,Revisiting DNS and WHOIS in the cloud era,CCSW '12: Proceedings of the 2012 ACM Workshop on Cloud computing security workshop
244,"Object-oriented modeling and simulation enhance the study and understanding of the general behavior of attacks in networks, specifically Distributed Denial of Service (DDoS). This paper presents a simulation model of a DDoS attack on a network and with it attempts to show the value of object-oriented modeling and simulation to study various aspects of network security.",https://dl.acm.org/ft_gateway.cfm?id=1566456&ftid=666957&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1566456&preflayout=flat,0,213,March 2009,Understanding distributed denial of service with object oriented simulation,ACM-SE 47: Proceedings of the 47th Annual Southeast Regional Conference
245,"There is a growing interest in discovery of internet topology at the interface level. A new generation of highly distributed measurement systems is currently being deployed. Unfortunately, the research community has not examined the problem of how to perform such measurements efficiently and in a network-friendly manner. In this paper we make two contributions toward that end. First, we show that standard topology discovery methods (e.g., skitter) are quite inefficient, repeatedly probing the same interfaces. This is a concern, because when scaled up, such methods will generate so much traffic that they will begin to resemble DDoS attacks. We measure two kinds of redundancy in probing (intra- and inter-monitor) and show that both kinds are important. We show that straightforward approaches to addressing these two kinds of redundancy must take opposite tacks, and are thus fundamentally in conflict. Our second contribution is to propose and evaluate Doubletree, an algorithm that reduces both types of redundancy simultaneously on routers and end systems. The key ideas are to exploit the tree-like structure of routes to and from a single point in order to guide when to stop probing, and to probe each path by starting near its midpoint. Our results show that Doubletree can reduce both types of measurement load on the network dramatically, while permitting discovery of nearly the same set of nodes and links.",https://dl.acm.org/ft_gateway.cfm?id=1064256&ftid=315381&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1064256&preflayout=flat,39,983,June 2005,Efficient algorithms for large-scale topology discovery,SIGMETRICS '05: Proceedings of the 2005 ACM SIGMETRICS international conference on Measurement and modeling of computer systems
246,"Countering distributed denial of service (DDoS) attacks is becoming ever more challenging with the vast resources and techniques increasingly available to attackers. In this paper, we consider sophisticated attacks that are protocol-compliant, non-intrusive, and utilize legitimate application-layer requests to overwhelm system resources. We characterize application-layer resource attacks as either request flooding, asymmetric, or repeated one-shot, on the basis of the application workload parameters that they exploit. To protect servers from these attacks, we propose a counter-mechanism namely DDoS Shield that consists of a suspicion assignment mechanism and a DDoS-resilient scheduler. In contrast to prior work, our suspicion mechanism assigns a continuous value as opposed to a binary measure to each client session, and the scheduler utilizes these values to determine if and when to schedule a session's requests. Using testbed experiments on a web application, we demonstrate the potency of these resource attacks and evaluate the efficacy of our counter-mechanism. For instance, we mount an asymmetric attack which overwhelms the server resources, increasing the response time of legitimate clients from 0.3 seconds to 40 seconds. Under the same attack scenario, DDoS Shield improves the victims' performance to 1.5 seconds.",https://dl.acm.org/ft_gateway.cfm?id=1514073&ftid=602595&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1514073&preflayout=flat,19,"1,177",February 2009,DDoS-shield: DDoS-resilient scheduling to counter application layer attacks,"IEEE/ACM Transactions on Networking (TON): Volume 17 Issue 1, February 2009"
247,"Initial threat modeling and security research on the public cloud model has primarily focused on the confidentiality and integrity of data transferred, processed, and stored in the cloud. Little attention has been paid to the external threat sources that have the capability to affect the financial viability, hence the long-term availability, of services hosted in the public cloud. Similar to an application-layer DDoS attack, a Fraudulent Resource Consumption (FRC) attack is a much more subtle attack carried out over a longer duration of time. The objective of the attacker is to exploit the utility pricing model which governs the resource usage in the cloud model by fraudulently consuming web content with the purpose of depriving the victim of their long-term economic availability of hosting publicly accessible web content in the cloud. In this paper, we thoroughly describe the FRC attack and discuss why current application-layer DDoS detection schemes are not applicable to a more subtle attack. We propose three detection metrics that together form the criteria for identifying a FRC attack from that of normal web activity. Experimental results based on three plausible attack scenarios show that an attacker without knowledge of the web log has a difficult time mimicking the self-similar and consistent request semantics of normal web activity.",https://dl.acm.org/ft_gateway.cfm?id=2046676&ftid=1047111&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=2046676&preflayout=flat,8,"1,398",October 2011,Detecting fraudulent use of cloud resources,CCSW '11: Proceedings of the 3rd ACM workshop on Cloud computing security workshop
248,"Increased use of demanding network applications, as well as the increase of unwanted network traffic in the form of DDoS attacks, are putting new pressures on service providers to meet the expectations of customers in terms of network availability and performance. Providers are expected to deal with potential problems in near real-time fashion. Further, many of these demanding application, such as VoIP and online gaming, are very sensitivity to even small periods of disruption. In this work we therefore specifically focus on ",https://dl.acm.org/ft_gateway.cfm?id=1162643&ftid=378659&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1162643&preflayout=flat,18,445,September 2006,Dynamic connectivity management with an intelligent route service control point,INM '06: Proceedings of the 2006 SIGCOMM workshop on Internet network management
249,"Persistent spread measurement is to count the number of distinct elements that persist in each network flow for predefined time periods. It has many practical applications, including detecting long-term stealthy network activities in the background of normal-user activities, such as stealthy DDoS attack, stealthy network scan, or faked network trend, which cannot be detected by traditional flow cardinality measurement. With big network data, one challenge is to measure the persistent spreads of a massive number of flows without incurring too much memory overhead as such measurement may be performed at the line speed by network processors with fast but small on-chip memory. We propose a highly compact Virtual Intersection HyperLogLog (VI-HLL) architecture for this purpose. It achieves far better memory efficiency than the best prior work of V-Bitmap, and in the meantime drastically extends the measurement range. Theoretical analysis and extensive experiments demonstrate that VI-HLL provides good measurement accuracy even in very tight memory space of less than 1 bit per flow.",https://dl.acm.org/ft_gateway.cfm?id=3078593&ftid=1879606&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=3078593&preflayout=flat,0,98,June 2017,Persistent Spread Measurement for Big Network Data Based on Register Intersection,SIGMETRICS '17 Abstracts: Proceedings of the 2017 ACM SIGMETRICS / International Conference on Measurement and Modeling of Computer Systems
250,"Much of today's distributed computing takes place in a client /server model. Despite advances in fault tolerance - in particular, replication and load distribution -- server overload remains to be a major problem. In the Web context, one of the main overload factors is the direct consequence of expensive Public Key operations performed by servers as part of each SSL handshake. Since most SSL-enabled servers use RSA, the burden of performing many costly decryption operations can be very detrimental to server performance. This paper examines a promising technique for re-balancing RSA-based client/server handshakes. This technique facilitates more favorable load distribution by requiring clients to perform more work (as part of encryption) and servers to perform commensurately less work, thus resulting in better SSL throughput. Proposed techniques are based on careful adaptation of variants of ",https://dl.acm.org/ft_gateway.cfm?id=1128826&ftid=359683&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1128826&preflayout=flat,11,"1,245",March 2006,Improving secure server performance by re-balancing SSL/TLS handshakes,"ASIACCS '06: Proceedings of the 2006 ACM Symposium on Information, computer and communications security"
251,"This article presents the design, implementation, analysis, and experimental evaluation of ",https://dl.acm.org/ft_gateway.cfm?id=1731063&ftid=791835&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1731063&preflayout=flat,10,"2,657",August 2010,DDoS defense by offense,"ACM Transactions on Computer Systems (TOCS): Volume 28 Issue 1, March 2010"
252,"We consider the problem of regulating products with negative externalities to a third party that is neither the buyer nor the seller, but where both the buyer and seller can take steps to mitigate the externality. The motivating example to have in mind is the sale of Internet-of-Things (IoT) devices, many of which have historically been compromised for DDoS attacks that disrupted Internet-wide services such as Twitter [5, 26]. Neither the buyer (i.e., consumers) nor seller (i.e., IoT manufacturers) was known to suffer from the attack, but both have the power to expend effort to secure their devices. We consider a regulator who regulates payments (via fines if the device is compromised, or market prices directly), or the product directly via mandatory security requirements. ",https://dl.acm.org/ft_gateway.cfm?id=3313692&ftid=2056822&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=3313692&preflayout=flat,0,109,May 2019,Selling a Single Item with Negative Externalities,WWW '19: The World Wide Web Conference
253,"Denial of service (DoS)/Distributed DoS (DDoS) attack is an eminent threat to an authentication server, which is used to guard access to firewalls, virtual private networks and wired/wireless networks. The major problem is that an authentication server needs to verify whether a request is from a legitimate user and if intensive computation and/or memory resources are needed for verifying a request, then DoS/DDoS attack is feasible. In this paper, a new protocol called Identity-Based Privacy-Protected Access Control Filter (IPACF) is proposed to counter DoS/DDoS attack. This protocol is an improvement of IDF (Identity-Based Dynamic Access Control Filter). The proposed protocol is stateless because it does not create a state for an authentication request unless the request is from a legitimate user. Moreover, the IPACF is stateless for both user and authentication server since a user and responder authenticate each other. A filter value, which is generated by pre-shared secrets, is sent in a frame and checked to see if the request is legitimate. Note that the process of checking filter value is not intensive computation. The filter value is tabulated in a table with user identity so that a filter value represents a user's identity and only the legitimate user and authentication server can figure out the identity. When a filter value is from a legitimate source, a new filter value will be generated for the next frame. Consequently, the filter value is changed for every frame. Thus the privacy of both user and server are protected.",https://dl.acm.org/ft_gateway.cfm?id=1404806&ftid=525496&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1404806&preflayout=flat,3,291,March 2007,Using Identity-Based Privacy-Protected Access Control Filter (IPACF) to against denial of service attacks and protect user privacy,SpringSim '07: Proceedings of the 2007 spring simulation multiconference - Volume 3
254,Botnet is a network of compromised hosts or ,https://dl.acm.org/ft_gateway.cfm?id=1413185&ftid=399980&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1413185&preflayout=flat,3,"1,958",May 2008,Peer to peer botnet detection for cyber-security: a data mining approach,CSIIRW '08: Proceedings of the 4th annual workshop on Cyber security and information intelligence research: developing strategies to meet the cyber security and information intelligence challenges ahead
255,"The Internet is not secure due to its design goals being at odds
with the principle of least privilege. The Internet strives to
allow any host to communicate with any other host, while the
principle of least privilege advocates limiting host connectivity
to the smallest set necessary for performing a task. Our goal is to
secure the Internet by largely turning off connectivity in the
Internet, and then using explicit signaling to selectively enable
only those connections that are deemed necessary for performing a
task.",https://dl.acm.org/ft_gateway.cfm?id=1118614&ftid=353216&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1118614&preflayout=flat,0,877,October 2005,Architecting a secure internet,SOSP '05: Proceedings of the twentieth ACM symposium on Operating systems principles
256,There has been considerable recent interest in probabilistic packet marking schemes for the problem of tracing a sequence of network packets back to an anonymous source. An important consideration for such schemes is the number of packet header bits that need to be allocated to the marking protocol. Let ,https://dl.acm.org/ft_gateway.cfm?id=1059517&ftid=309613&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1059517&preflayout=flat,6,"1,132",March 2005,Trade-offs in probabilistic packet marking for IP traceback,"Journal of the ACM (JACM): Volume 52 Issue 2, March 2005"
257,"There has been considerable recent interest in probabilistic packet marking schemes for sending information from nodes (routers) along one or more paths traveled by a stream of packets to the end-host receiving that stream. A central consideration for such schemes is the tradeoff between the number B of possible states of the marking bits in a packet, the number of bits n of information being sent by the nodes, and the expected number of packets T required to reconstruct this information. For the case where the packets all travel along the same path, we prove a lower bound of T ≥ Ω(B2",https://dl.acm.org/ft_gateway.cfm?id=1060657&ftid=317268&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1060657&preflayout=flat,3,322,May 2005,Towards asymptotic optimality in probabilistic packet marking,STOC '05: Proceedings of the thirty-seventh annual ACM symposium on Theory of computing
258,"Denial-of-service (DoS) attacks significantly degrade service quality experienced by legitimate users, by introducing large delays, excessive losses, and service interruptions. The main goal of DoS defenses is to neutralize this effect, and to quickly and fully restore quality of various services to levels acceptable by the users. To objectively evaluate a variety of proposed defenses we must be able to precisely measure damage created by an attack, i.e., the denial of service itself, in controlled testbed experiments. Current evaluation methodologies measure DoS damage superficially and partially by measuring a single traffic parameter, such as duration, loss or throughput, and showing divergence during the attack from the baseline case. These measures do not consider quality-of-service requirements of different applications and how they map into specific thresholds for various traffic parameters. They thus fail to measure the service quality experienced by the end users.We propose a series of DoS impact metrics that are derived from traffic traces gathered at the source and the destination networks. We segment a trace into higher-level user tasks, called ",https://dl.acm.org/ft_gateway.cfm?id=1179506&ftid=390703&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1179506&preflayout=flat,9,969,October 2006,Measuring denial Of service,QoP '06: Proceedings of the 2nd ACM workshop on Quality of protection
259,"We present the design and evaluation of TVA, a network architecture that limits the impact of Denial of Service (DoS) floods from the outset. Our work builds on earlier work on capabilities in which senders obtain short-term authorizations from receivers that they stamp on their packets. We address the full range of possible attacks against communication between pairs of hosts, including spoofed packet floods, network and host bottlenecks, and router state exhaustion. We use simulation to show that attack traffic can only degrade legitimate traffic to a limited extent, significantly outperforming previously proposed DoS solutions. We use a modified Linux kernel implementation to argue that our design can run on gigabit links using only inexpensive off-the-shelf hardware. Our design is also suitable for transition into practice, providing incremental benefit for incremental deployment.",https://dl.acm.org/ft_gateway.cfm?id=1080120&ftid=319859&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1080120&preflayout=flat,87,"1,474",August 2005,A DoS-limiting network architecture,"SIGCOMM '05: Proceedings of the 2005 conference on Applications, technologies, architectures, and protocols for computer communications"
260,"To date, the measurement of user-perceived degradation of quality of service during denial of service (DoS) attacks remained an elusive goal. Current approaches mostly rely on lower level traffic measurements such as throughput, utilization, loss rate, and latency. They fail to monitor all traffic parameters that signal service degradation for diverse applications, and to map application quality-of-service (QoS) requirements into specific parameter thresholds. To objectively evaluate an attack's impact on network services, its severity and the effectiveness of a potential defense, we need precise, quantitative and comprehensive DoS impact metrics that are applicable to any test scenario.",https://dl.acm.org/ft_gateway.cfm?id=1281708&ftid=469117&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1281708&preflayout=flat,8,573,June 2007,Towards user-centric metrics for denial-of-service measurement,ExpCS '07: Proceedings of the 2007 workshop on Experimental computer science
261,"In this paper we present a novel intrusion detection architecture based on Idiotypic Network Theory (INIDS), that aims at dealing with large scale network attacks featuring variable properties, like Denial of Service (DoS). The proposed architecture performs dynamic and adaptive clustering of the network traffic for taking fast and effective countermeasures against such high-volume attacks. INIDS is evaluated on the MIT'99 dataset and outperforms previous approaches for DoS detection applied to this set.",https://dl.acm.org/ft_gateway.cfm?id=1389107&ftid=526980&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1389107&preflayout=flat,1,370,July 2008,Denial of service detection and analysis using idiotypic networks paradigm,GECCO '08: Proceedings of the 10th annual conference on Genetic and evolutionary computation
262,"Defending against large, distributed Denial-of-Service attacks is challenging, with large changes to the network core or to end-hosts often suggested. To make matters worse, spoofing adds to the difficulty, since defenses must resist attempts to trigger filtering of other people's traffic. Further, any solution has to provide incentives for deployment, or it will never see the light of day. We present a simple and effective architectural defense against distributed DoS attacks that requires no changes to the end-hosts, minimal changes to the network core, is robust to spoofing, provides incentives for initial deployment, and can be built with off-the-shelf hardware",https://dl.acm.org/ft_gateway.cfm?id=1232924&ftid=415129&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1232924&preflayout=flat,6,606,March 2007,An edge-to-edge filtering architecture against DoS,"ACM SIGCOMM Computer Communication Review: Volume 37 Issue 2, April 2007"
263,"Multiple-input multiple-output (MIMO) technologies are popular in emerging wireless systems. Optimal MIMO communication is achieved by applying a waterfilling solution over the parallel subchannels associated with the channel matrix between a transmitter and receiver. The viability of such a method relies on the transmitter and receiver performing the singular value decomposition (SVD) of the estimated channel matrix. The estimation and use of the estimated channel matrix, however, is a point of weakness that can be used to subvert MIMO communication. In this paper, we investigate strategies for disrupting MIMO communications by developing attacks that target the channel estimation procedure of a MIMO system. Specifically, we study the impact that jamming the channel estimation procedure can have on SVD-based MIMO systems. Further, most new standards that employ MIMO incorporate space-time block coding (STBC) to bolster throughput and reliability. Although the choice of STBC varies across the standards, the Alamouti [5] scheme is a common basis for many protocols, including 802.11n, WiMAX, and 3GPP. We present jamming attacks that target the Alamouti scheme, and support their validity and effectiveness in the real world using the USRP/GNU Radio platform.",https://dl.acm.org/ft_gateway.cfm?id=1741871&ftid=759163&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1741871&preflayout=flat,6,378,March 2010,Subverting MIMO wireless systems by jamming the channel estimation procedure,WiSec '10: Proceedings of the third ACM conference on Wireless network security
264,"Denial of Service (DoS) attacks continue to affect the availability of critical systems on the Internet. The existing DoS problem is enough to merit significant research dedicated to analyzing and classifying DoS attacks in the Internet context. However, no such research exists for DoS attacks in the domain of Content-based Publish/Subscribe (CPS) systems despite CPS being at the forefront of business process execution, application integration, and event processing applications. This can be attributed to the lack of structure and understanding of key issues in the area of DoS in CPS systems. In this paper, we propose to address these problems by presenting a taxonomy for classifying DoS characteristics and concerns new to CPS systems. Our taxonomy is motivated by a number of experimental results that were obtained using our CPS middleware implementation and that highlight fundamental DoS concerns in this domain. Finally, we discuss some example DoS attacks in detail with respect to our taxonomy and experimental results. We find that localization, message content complexity, and filter statefulness are the key CPS characteristics to consider when designing DoS resilient CPS systems.",https://dl.acm.org/ft_gateway.cfm?id=1266917&ftid=359654&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1266917&preflayout=flat,5,728,June 2007,A taxonomy for denial of service attacks in content-based publish/subscribe systems,DEBS '07: Proceedings of the 2007 inaugural international conference on Distributed event-based systems
265,We show that fragmented IPv4 and IPv6 traffic is vulnerable to effective interception and denial-of-service (DoS) attacks by an ,https://dl.acm.org/ft_gateway.cfm?id=2445568&ftid=1362881&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=2445568&preflayout=flat,2,517,April 2013,Fragmentation Considered Vulnerable,"ACM Transactions on Information and System Security (TISSEC): Volume 15 Issue 4, April 2013"
266,"We describe JFK, a new key exchange protocol, primarily designed for use in the IP Security Architecture. It is simple, efficient, and secure; we sketch a proof of the latter property. JFK also has a number of novel engineering parameters that permit a variety of trade-offs, most notably the ability to balance the need for perfect forward secrecy against susceptibility to denial-of-service attacks.",https://dl.acm.org/ft_gateway.cfm?id=586118&ftid=86690&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=586118&preflayout=flat,28,"1,976",November 2002,"Efficient, DoS-resistant, secure key exchange for internet protocols",CCS '02: Proceedings of the 9th ACM conference on Computer and communications security
267,"Wireless networks are built upon a shared medium that makes it easy for adversaries to launch denial of service (DoS) attacks. One form of denial of service is targeted at preventing sources from communicating. These attacks can be easily accomplished by an adversary by either bypassing MAC-layer protocols, or emitting a radio signal targeted at jamming a particular channel. In this paper we present two strategies that may be employed by wireless devices to evade a MAC/PHY-layer jamming-style wireless denial of service attack. The first strategy, channel surfing, is a form of spectral evasion that involves legitimate wireless devices changing the channel that they are operating on. The second strategy, spatial retreats, is a form of spatial evasion whereby legitimate mobile devices move away from the locality of the DoS emitter. We study both of these strategies for three broad wireless communication scenarios: two-party radio communication, an infrastructured wireless network, and an ad hoc wireless network. We evaluate several of our proposed strategies and protocols through ns-2 simulations and experiments on the Berkeley mote platform.",https://dl.acm.org/ft_gateway.cfm?id=1023661&ftid=282736&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=1023661&preflayout=flat,81,"1,722",October 2004,Channel surfing and spatial retreats: defenses against wireless denial of service,WiSe '04: Proceedings of the 3rd ACM workshop on Wireless security
268,"We describe Just Fast Keying (JFK), a new key-exchange protocol, primarily designed for use in the IP security architecture. It is simple, efficient, and secure; we sketch a proof of the latter property. JFK also has a number of novel engineering parameters that permit a variety of tradeoffs, most notably the ability to balance the need for perfect forward secrecy against susceptibility to denial-of-service attacks.",https://dl.acm.org/ft_gateway.cfm?id=996946&ftid=272250&dwn=1&CFID=73804999&CFTOKEN=5ede92e20e41d14d-19D8B984-076C-E49D-F17D55E55ADB33F9,https://dl.acm.org/citation.cfm?id=996946&preflayout=flat,33,"1,953",May 2004,Just fast keying: Key agreement in a hostile internet,"ACM Transactions on Information and System Security (TISSEC): Volume 7 Issue 2, May 2004"
