,abstract,link4download,links,num_citations,num_downloads_cu,publication_date,title,venue
45,"Cloud monitoring is an essential mechanism for helping secure cloud services. Thus, a plethora of monitoring schemas have been proposed in recent years. Particularly, a newly proposed indirect monitoring mechanism outperforms others with the unique merit of addressing scenarios where the information of the monitoring target is not directly accessible. To conduct indirect cloud security monitoring, a key prerequisite is to obtain a special set of monitoring data termed ""monitoring path"". However, how to ascertain the monitoring path is still an open issue.",https://dl.acm.org/ft_gateway.cfm?id=3230860&ftid=1993501&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3230860&preflayout=flat,0,41,August 2018,Flashlight: A Novel Monitoring Path Identification Schema for Securing Cloud Services,"ARES 2018: Proceedings of the 13th International Conference on Availability, Reliability and Security"
46,"Security concerns are often mentioned amongst the reasons why organizations hesitate to adopt Cloud computing. Given that multiple Cloud Service Providers (CSPs) offer similar security services (e.g., ""encryption key management"") albeit with different capabilities and prices, the customers need to comparatively assess the offered security services in order to select the best CSP matching their security requirements. However, the presence of both explicit and implicit dependencies across security related services add further challenges for Cloud customers to (i) specify their security requirements taking service dependencies into consideration and (ii) to determine which CSP can satisfy these requirements. We present a framework to address these challenges. For challenge (i), our framework automatically detects conflicts resulting from inconsistent customer requirements. Moreover, our framework provides an explanation for the detected conflicts allowing customers to resolve these conflicts. To tackle challenge (ii), our framework assesses the security level provided by various CSPs and ranks the CSPs according to the desired customer requirements. We demonstrate the framework's effectiveness with real-world CSP case studies derived from the Cloud Security Alliance's Security, Trust and Assurance Registry.",https://dl.acm.org/ft_gateway.cfm?id=2897911&ftid=1730911&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2897911&preflayout=flat,0,298,May 2016,Identifying and Utilizing Dependencies Across Cloud Security Services,ASIA CCS '16: Proceedings of the 11th ACM on Asia Conference on Computer and Communications Security
47,"The emergence of cost-effective cloud services offers organizations great opportunity to reduce their cost and increase productivity. This development, however, is hampered by privacy concerns: a significant amount of organizational computing workload at least partially involves sensitive data and therefore cannot be directly outsourced to the public cloud. The scale of these computing tasks also renders existing secure outsourcing techniques less applicable. A natural solution is to split a task, keeping the computation on the private data within an organization's private cloud while moving the rest to the public commercial cloud. However, this hybrid cloud computing is not supported by today's data-intensive computing frameworks, MapReduce in particular, which forces the users to manually split their computing tasks. In this paper, we present a suite of new techniques that make such privacy-aware data-intensive computing possible. Our system, called Sedic, leverages the special features of MapReduce to automatically partition a computing job according to the security levels of the data it works on, and arrange the computation across a hybrid cloud. Specifically, we modified MapReduce's distributed file system to strategically replicate data, moving sanitized data blocks to the public cloud. Over this data placement, map tasks are carefully scheduled to outsource as much workload to the public cloud as possible, given sensitive data always stay on the private cloud. To minimize inter-cloud communication, our approach also automatically analyzes and transforms the reduction structure of a submitted job to aggregate the map outcomes within the public cloud before sending the result back to the private cloud for the final reduction. This also allows the users to interact with our system in the same way they work with MapReduce, and directly run their legacy code in our framework. We implemented Sedic on Hadoop and evaluated it using both real and synthesized computing jobs on a large-scale cloud test-bed. The study shows that our techniques effectively protect sensitive user data, offload a large amount of computation to the public cloud and also fully preserve the scalability of MapReduce.",https://dl.acm.org/ft_gateway.cfm?id=2046767&ftid=1047067&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2046767&preflayout=flat,27,"1,884",October 2011,Sedic: privacy-aware data intensive computing on hybrid clouds,CCS '11: Proceedings of the 18th ACM conference on Computer and communications security
48,"Recent technological advances have given rise to the popularity and success of cloud. This new paradigm is gaining an expanding interest, since it provides cost efficient architectures that support the transmission, storage, and intensive computing of data. However, the prospect of outsourcing an increasing amount of data storage and management, the abstract nature of the cloud and the diversity of the delivered services increase their vulnerability to security incidents and attacks. The objective of this paper is to provide a comprehensive review of the existing security requirements in cloud storage environments. In addition, it explores ID-based Cryptography power to address the protection of cloud storage infrastructures. As a main contribution, a new authentication scheme for Cloud-based Storage applications is proposed.",https://dl.acm.org/ft_gateway.cfm?id=2951963&ftid=1758991&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2951963&preflayout=flat,1,176,July 2016,A New Authentication Scheme for Cloud-based Storage Applications,SIN '16: Proceedings of the 9th International Conference on Security of Information and Networks
49,"Vehicular Ad Hoc Networks (VANET) are the largest real life application of ad-hoc networks where nodes are represented via fast moving vehicles. This paper introduces the future emerging technology, i.e., Vehicular Cloud Networking (VCN) where vehicles and adjacent infrastructure merge with traditional internet clouds to offer different applications ranging from low sized applications to very complex applications. VCN is composed of three types of clouds: Vehicular cloud, Infrastructure cloud and traditional Back-End (IT) cloud. We introduced these clouds via a three tier architecture along with their operations and characteristics. We have proposed use cases of each cloud tier that explain how it is practically created and utilised while taking the vehicular mobility in consideration. Moreover, it is critical to ensure security, privacy and trust of VCN network and its assets. Therefore, to describe the security of VCN, we have provided an in-depth analysis of different threats related to each tier of VCN. The threats related to vehicular cloud and infrastructure cloud are categorized according to their assets, i.e., vehicles, adjacent infrastructure, wireless communication, vehicular messages, and vehicular cloud threats. Similarly, the Back-End cloud threats are categorized into data and network threats. The possible implications of these threats and their effects on various components of VCN are also explained in detail.",https://dl.acm.org/ft_gateway.cfm?id=3233510&ftid=1981199&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3233510&preflayout=flat,1,17,December 2015,"Vehicular cloud networks: architecture, applications and security issues",UCC '15: Proceedings of the 8th International Conference on Utility and Cloud Computing
50,"PRINCESS (Proxy Re-encryption with INd-Cca security in an Encrypted file Storage System) is a secure storage system which utilizes special proxy re-encryption technology. With PRINCESS, the files encrypted in accordance with the confidentiality levels can be shared among appointed users while remaining encrypted. In this poster/demo, we show the efficiency of PRINCESS, which can be applied to a Body Area Network information sharing, automobile information sharing, etc. This system facilitates the potential for new services that require privacy data to be shared securely via cloud technology.",https://dl.acm.org/ft_gateway.cfm?id=2810123&ftid=1631012&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2810123&preflayout=flat,0,237,October 2015,POSTER: PRINCESS: A Secure Cloud File Storage System for Managing Data with Hierarchical Levels of Sensitivity,CCS '15: Proceedings of the 22nd ACM SIGSAC Conference on Computer and Communications Security
51,"The need for storage and movement of data in today's ever increasing data usage cannot be overemphasized. As a result, storage and movement of data within the cloud becomes a viable option, even though this is a third party and some of the data may be sensitive. Therefore, the security methods in place have to continually be reviewed so as to get the best method or a combination of methods in this ever changing and demanding field. In this paper, the authors have done a formal assessment and examination of cloud systems key cryptographic algorithms and given a recommendation of the best combination of algorithms as a result of our different parameters of considerations. These parameters include whether they are a stream or block cipher and their key size or the hash value. The authors found out that the most viable cryptographic methods for securing the cloud systems are AES, Blowfish, Diffie-Hellman, RSA and SHA-1 which are from symmetric, asymmetric and hashing cryptographic algorithm. They further noted that a hybrid of the three cryptographic algorithms is more effective than an exclusive use of one cryptographic algorithm. They propose a combination of AES, Diffie-Hellman and SHA-1 algorithm for optimum cloud security.",https://dl.acm.org/ft_gateway.cfm?id=3242853&ftid=2002592&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3242853&preflayout=flat,0,61,July 2018,An Evaluation on Securing Cloud Systems based on Cryptographic Key Algorithms,"ICACS '18: Proceedings of the 2018 2nd International Conference on Algorithms, Computing and Systems"
52,"Proofs of Retrievability (POR) are cryptographic proofs that enable a cloud provider to prove that a user can retrieve his file in its entirety. POR need to be frequently executed by the user to ensure that their files stored on the cloud can be fully retrieved at any point in time. To conduct and verify POR, users need to be equipped with devices that have network access, and that can tolerate the (non-negligible) computational overhead incurred by the verification process. This clearly hinders the large-scale adoption of POR by cloud users, since many users increasingly rely on portable devices that have limited computational capacity, or might not always have network access.",https://dl.acm.org/ft_gateway.cfm?id=2660310&ftid=1512399&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2660310&preflayout=flat,11,837,November 2014,Outsourced Proofs of Retrievability,CCS '14: Proceedings of the 2014 ACM SIGSAC Conference on Computer and Communications Security
53,"Social Inclusion through the Digital Economy (SiDE) is a £12M project investigating how advanced technologies can be used to improve the lives of those from vulnerable groups including older people, disabled people, and marginalised youth. New digital technologies create the possibility of transforming the lives of those who find themselves in this position, but research is needed to realise that potential: this is the goal of SiDE. The talk will focus on how cloud computing is key to the solutions being explored, for example analysing accelerometer data to understand people's activity and thereby improve their health. The cloud research is based around e-Science Central - a portable, scalable, secure cloud platform. The talk will explain how the challenges of SiDE's applications have been addressed through the design of e-Science Central, including recent work on exploiting federated clouds to meet security and performance requirements. Based at Newcastle and Dundee Universities, SiDE is funded by RCUK through its Digital Economy programme.",https://dl.acm.org/ft_gateway.cfm?id=2287038&ftid=1249059&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2287038&preflayout=flat,0,253,June 2012,Cloud computing for social inclusion: keynote talk,ScienceCloud '12: Proceedings of the 3rd workshop on Scientific Cloud Computing
54,"Many security and forensic analyses rely on the ability to fetch memory snapshots from a target machine. To date, the security community has relied on virtualization, external hardware or trusted hardware to obtain such snapshots. These techniques either sacrifice snapshot consistency or degrade the performance of applications executing atop the target. We present SnipSnap, a new snapshot acquisition system based on on-package DRAM technologies that offers snapshot consistency without excessively hurting the performance of the target's applications. We realize SnipSnap and evaluate its benefits using careful hardware emulation and software simulation, and report our results.",https://dl.acm.org/ft_gateway.cfm?id=3176325&ftid=1951192&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3176325&preflayout=flat,1,93,March 2018,"Secure, Consistent, and High-Performance Memory Snapshotting",CODASPY '18: Proceedings of the Eighth ACM Conference on Data and Application Security and Privacy
55,"Cloud computing has emerged as a popular computing paradigm in recent years. However, today's cloud computing architectures often lack support for computer forensic investigations. Analyzing various logs (e.g., process logs, network logs) plays a vital role in computer forensics. Unfortunately, collecting logs from a cloud is very hard given the black-box nature of clouds and the multi-tenant cloud models, where many users share the same processing and network resources. Researchers have proposed using log API or cloud management console to mitigate the challenges of collecting logs from cloud infrastructure. However, there has been no concrete work, which shows how to provide cloud logs to investigator while preserving users' privacy and integrity of the logs. In this paper, we introduce Secure-Logging-as-a-Service (SecLaaS), which stores virtual machines' logs and provides access to forensic investigators ensuring the confidentiality of the cloud users. Additionally, SeclaaS preserves proofs of past log and thus protects the integrity of the logs from dishonest investigators or cloud providers. Finally, we evaluate the feasibility of the scheme by implementing SecLaaS for network access logs in OpenStack -- a popular open source cloud platform.",https://dl.acm.org/ft_gateway.cfm?id=2484342&ftid=1370411&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2484342&preflayout=flat,17,"1,092",May 2013,SecLaaS: secure logging-as-a-service for cloud forensics,"ASIA CCS '13: Proceedings of the 8th ACM SIGSAC symposium on Information, computer and communications security"
56,"Information storage systems usually take great care for protecting their sensitive or confidential data, even users personal data. Hence the need to implement the concept of information security as part of the system. Information security primary focus is the balanced protection of the confidentiality, integrity and availability of stored data (CIA). Cloud system is one of the platforms that provides a database as a service (DBaaS), typically it takes care of scalability and high availability of the database. The confidentiality and integrity of stored data is still not guaranteed by some cloud systems because there is no trust between data owners and third-party platforms (Cloud systems). CryptDBaaS is a security model integrating cloud computing with cryptography to provide a security mechanism for data owners, which aims to guarantee the confidentiality of stored data in the cloud from unauthorized access or misuse of data from third party. CryptDBaaS model illustrates how to encrypt your data before storing it using secure and suitable encryption algorithms based on data type and allows to execute queries and performs some mathematical and logical operations over encrypted database. CryptDBaaS is evaluated by conducting a simulation to measure performance and accuracy of queries and search techniques CryptDBaaS provides. Evaluation step shows that CryptDBaaS has a high performance with respect to the encryption and search algorithms. The queries are executed as if they were executed over plain text data, so the obtained accuracy is 100% for all queries and operators except the search one which has 50% or 100% of accuracy based on chosen technique.",https://dl.acm.org/ft_gateway.cfm?id=3231068&ftid=2000020&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3231068&preflayout=flat,0,58,June 2018,CryptDBaaS: query over encrypted DBaaS without third-party,ICFNDS '18: Proceedings of the 2nd International Conference on Future Networks and Distributed Systems
57,Users' trust in cloud systems is undermined by the lack of transparency in existing security policies.,https://dl.acm.org/https://cacm.acm.org/magazines/2014/5/174349/fulltext,https://dl.acm.org/citation.cfm?id=2593686&preflayout=flat,2," 37,383",May 2014,Cloud security: a gathering storm,"Communications of the ACM: Volume 57 Issue 5, May 2014"
58,"In IaaS (such as Amazon EC2 and Microsoft Azure), several VM (virtual-machine) instances usually run in one physical machine so as to improve resource utilization. However this also caused more attack opportunities. A typical example is a cross-VM timing channel. Recent studies show that this kind of covert channel can successfully steal private information (e.g. private key) from the co-resident VM instances. It brought great challenges to the security of the cloud and has absorbed more and more attention in recent years. But to our knowledge, there is still little work on detecting and investigating such covert channel. Therefore, we propose a behavior-based method to automatically detect and investigate the timing channel. First, in order to record the behavior of this covert channel, a page-level memory monitoring method is designed. Second, an automatic identification algorithm is proposed based on some memory activity signatures. Finally, in order to confirm the result, the memory dump will be obtained and the binary code of the suspicious process will be analyzed. We have implemented a prototype on Xen, and the experimental results show that all of these kinds of attacks can be detected even under the disturbance from normal processes.",https://dl.acm.org/ft_gateway.cfm?id=3021402&ftid=1817730&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3021402&preflayout=flat,0,73,June 2016,Investigating Timing Channel in IaaS,MobiMedia '16: Proceedings of the 9th EAI International Conference on Mobile Multimedia Communications
59,"The security gateway between an attacker and a user's private data is the Cloud Control Interface (CCI): If an attacker manages to get access to this interface, he controls the data. Several high-level data breaches originate here, the latest being the business failure of the British company Code Spaces. In such situations, using a private cloud is often claimed to be more secure than using a public cloud. In this paper, we show that this security assumption may not be justified: We attack private clouds through their rich, HTML5-based control interfaces, using well-known attacks on web interfaces (XSS, CSRF, and Clickjacking) combined with novel exploitation techniques for Infrastructure as a Service clouds.",https://dl.acm.org/ft_gateway.cfm?id=2808432&ftid=1631166&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2808432&preflayout=flat,0,607,October 2015,How Private is Your Private Cloud?: Security Analysis of Cloud Control Interfaces,CCSW '15: Proceedings of the 2015 ACM Workshop on Cloud Computing Security Workshop
60,"With the use of external cloud services such as Google Docs or Evernote in an enterprise setting, the loss of control over sensitive data becomes a major concern for organisations. It is typical for regular users to violate data disclosure policies accidentally, e.g. when sharing text between documents in browser tabs. Our goal is to help such users comply with data disclosure policies: we want to alert them about potentially unauthorised data disclosure from trusted to untrusted cloud services. This is particularly challenging when users can modify data in arbitrary ways, they employ multiple cloud services, and cloud services cannot be changed.",https://dl.acm.org/ft_gateway.cfm?id=2988345&ftid=1813528&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2988345&preflayout=flat,0,107,November 2016,BrowserFlow: Imprecise Data Flow Tracking to Prevent Accidental Data Disclosure,Middleware '16: Proceedings of the 17th International Middleware Conference
61,"Many customers ranked cloud security as a major challenge that threaten their work and reduces their trust on cloud service's provider. Hence, a significant improvement is required to establish better adaptations of security measures that suit recent technologies and especially distributed architectures.",https://dl.acm.org/ft_gateway.cfm?id=3178462&ftid=1951335&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3178462&preflayout=flat,0,52,January 2018,Enhancing Cloud Security using advanced MapReduce k-means on log files,ICSIM2018: Proceedings of the 2018 International Conference on Software Engineering and Information Management
62,"As we know that digitization is one of boon of 21st century technologies. With the massstorage of digital information and development of internet based technologies like cloud computing, researcher interest has been increased in Big Data and its security. The term Big Data refers to the huge amount of digital information. Actually, Big Data is not a fully new technology; but it is the expansion of data mining technique. In this paper, we propose an agent based security model for cloud big data. The main objective of this security model is to facilitate the IT companies in term of data protection; those are using Cloud Big Data for the analyzing purpose.",https://dl.acm.org/ft_gateway.cfm?id=2905202&ftid=1784537&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2905202&preflayout=flat,3,233,March 2016,Agent based Security Model for Cloud Big Data,ICTCS '16: Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies
63,"Data loss is perceived as one of the major threats for cloud storage. Consequently, the security community developed several challenge-response protocols that allow a user to remotely verify whether an outsourced file is still intact. However, two important practical problems have not yet been considered. First, clients commonly outsource multiple files of different sizes, raising the question how to formalize such a scheme and in particular ensuring that all files can be simultaneously audited. Second, in case auditing of the files fails, existing schemes do not provide a client with any method to prove if the original files are still recoverable. We address both problems and describe appropriate solutions. The first problem is tackled by providing a new type of ""Proofs of Retrievability"" scheme, enabling a client to check all files simultaneously in a compact way. The second problem is solved by defining a novel procedure called ""Proofs of Recoverability"", enabling a client to obtain an assurance whether a file is recoverable or irreparably damaged. Finally, we present a combination of both schemes allowing the client to check the recoverability of all her original files, thus ensuring cloud storage file recoverability.",https://dl.acm.org/ft_gateway.cfm?id=3055264&ftid=1862403&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3055264&preflayout=flat,0,175,April 2017,Cloud Storage File Recoverability,SCC '17: Proceedings of the Fifth ACM International Workshop on Security in Cloud Computing
64,"With the extensive application of cloud computing technology, the government, enterprises and individuals have migrated their IT applications and sensitive data to the cloud. The cloud security issues have been paid more and more attention by academics and industry. At present, the cloud security solutions are mainly implemented in the user cloud platform, such as the internal part of guest virtual machine, high privileged domain, and virtual machine monitor (VMM) or hardware layer. Through the monitoring of the tenant virtual machine to find out malicious attacks and abnormal state, which ensures the security of user cloud to a certain extent. However, this kind of method has the following shortcomings: firstly, it will increase the cloud platform overhead and interfere with the normal cloud services. Secondly, it could only obtain a limited type of security state information, so the function is single and difficult to expand. Thirdly, there will cause false information if the user cloud platform has been compromised, which will affect the effectiveness of cloud security monitoring. This paper proposes a cloud security model based on cloud introspection technology. In the user cloud platform, we deploy cloud probes to obtain the user cloud state information, such as system memory, network communication and disk storage, etc. Then we synchronize the cloud state information to the introspection cloud, which is deployed independent. Finally, through bridging the semantic gap and data analysis in the introspection cloud, we can master the security state of user cloud. At the same time, we design and implement the prototype system of CloudI (Cloud Introspection). Through the comparison with the original cloud security technology by a series of experiments, CloudI has characteristics of high security, high performance, high expandability and multiple functions.",https://dl.acm.org/ft_gateway.cfm?id=3195134&ftid=1977032&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3195134&preflayout=flat,0,96,February 2018,CloudI: Cloud Security based on Cloud Introspection,ICMLC 2018: Proceedings of the 2018 10th International Conference on Machine Learning and Computing
65,"With the pervasion of cloud computing new security risks are created. A promising approach to alleviating these risks is to provide a security-by-design framework that will assist cloud application developers in defining appropriate context-driven access control policies. This paper surveys different approaches to context-driven access control, as well as different modelling formalisms for representing access control policies. The aim of this survey is to assess the appropriateness of existing approaches for the construction of a generic security-by-design framework, in particular one which is exposed as a PaaS offering.",https://dl.acm.org/ft_gateway.cfm?id=3233514&ftid=1981220&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3233514&preflayout=flat,1,21,December 2015,A survey on context security policies in the cloud,UCC '15: Proceedings of the 8th International Conference on Utility and Cloud Computing
66,"Utilizing the proxy re-encryption technique described in \cite{w-IBPdr}, we construct a secure storage system named PRINCESS ",https://dl.acm.org/ft_gateway.cfm?id=2732214&ftid=1563495&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2732214&preflayout=flat,1,303,April 2015,A Secure Automobile Information Sharing System,"IoTPTS '15: Proceedings of the 1st ACM Workshop on IoT Privacy, Trust, and Security"
67,"Several schemes and a variety of intrusion detection systems are available in the market for DoS or flooding attacks. However, these schemes are not useful for cloud computing. They only consider a point of interest determined by the developers and experts, and as a result, these systems are vulnerable to many different types of attacks. In this paper, we propose a model for the prevention of DoS attacks for clouds called FAPA (Flooding Attack Prevention Architecture). Our goal is to design a model that allows a dynamic response that can adapt to prevent any type of flooding attack.",https://dl.acm.org/ft_gateway.cfm?id=2184622&ftid=1202492&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2184622&preflayout=flat,1,289,March 2012,FAPA: a model to prevent flooding attacks in clouds,ACM-SE '12: Proceedings of the 50th Annual Southeast Regional Conference
68,"We study a sensor network setting in which samples are encrypted individually using different keys and maintained on a cloud storage. For large systems, e.g. those that generate several millions of samples per day, fine-grained sharing of encrypted samples is challenging. Existing solutions, such as Attribute-Based Encryption (ABE) and Key Aggregation Cryptosystem (KAC), can be utilized to address the challenge, but only to a certain extent. They are often computationally expensive and thus unlikely to operate at scale. We propose an algorithmic enhancement and two heuristics to improve KAC's key reconstruction cost, while preserving its provable security. The improvement is particularly significant for range and down-sampling queries -- accelerating the reconstruction cost from quadratic to linear running time. Experimental study shows that for queries of size 32k samples, the proposed fast reconstruction techniques speed-up the original KAC by at least 90 times on range and down-sampling queries, and by eight times on general (arbitrary) queries. It also shows that at the expense of splitting the query into 16 sub-queries and correspondingly issuing that number of different aggregated keys, reconstruction time can be reduced by 19 times. As such, the proposed techniques make KAC more applicable in practical scenarios such as sensor networks or the Internet of Things.",https://dl.acm.org/ft_gateway.cfm?id=2930795&ftid=1738917&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2930795&preflayout=flat,0,138,June 2016,Practical and Scalable Sharing of Encrypted Data in Cloud Storage with Key Aggregation,IH&MMSec '16: Proceedings of the 4th ACM Workshop on Information Hiding and Multimedia Security
69,"Today, most of business processes are running inside cloud as a service. Data security inside cloud is one of the very important issues which worry most of the cloud consumers. To extend the data security solutions, a novel secure order preserving encryption scheme is proposed which can be used to perform operations on encrypted data inside cloud, resulting into privacy and security of the plain data. This novel algorithm introduces and uses schemes such as shuffling, impurity insertion and randomness in order preserving functions. Applications such as sorting of data items has been used to establish the applicability of such a scheme.",https://dl.acm.org/ft_gateway.cfm?id=2659678&ftid=1521063&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2659678&preflayout=flat,0,184,September 2014,An Order Preserving Encryption Scheme for Cloud Computing,SIN '14: Proceedings of the 7th International Conference on Security of Information and Networks
70,"End-to-end security in the cloud has gained even more importance after the outbreak of data breaches and massive surveillance programs around the globe last year. While the community features a number of cloud-based security mechanisms, existing solutions either provide security at the expense of the economy of scale and cost effectiveness of the cloud (i.e., at the expense of resource sharing and deduplication techniques), or they meet the latter objectives at the expense of security (e.g., the customer is required to fully trust the provider). In this paper, we shed light on this problem, and we analyze the challenges in reconciling security and functional requirements in existing multi-tenant clouds. We also explore the solution space to effectively enhance the current security offerings of existing cloud storage services. As far as we are aware, this is the first contribution which comprehensively explores possible avenues for reconciling the current cloud trends with end-to-end security requirements.",https://dl.acm.org/ft_gateway.cfm?id=3055265&ftid=1862400&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3055265&preflayout=flat,0,122,April 2017,Reconciling Security and Functional Requirements in Multi-tenant Clouds,SCC '17: Proceedings of the Fifth ACM International Workshop on Security in Cloud Computing
71,"Information and Communication Technologies (ICTs) present a number of vulnerabilities, threats and risks that could lead to devastating cyber-attacks resulting into huge financial losses, legal implications, and reputational damage for large and small organizations. As such, in this digital transformation and 4",https://dl.acm.org/ft_gateway.cfm?id=3278682&ftid=2015900&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3278682&preflayout=flat,0,74,September 2018,A unified cybersecurity framework for complex environments,SAICSIT '18: Proceedings of the Annual Conference of the South African Institute of Computer Scientists and Information Technologists
72,"Even though the adoption of cloud computing is accelerating, enterprises are still reluctant to use cloud-based services for processing sensible data, due to security and privacy concerns. The PaaSword framework provides functionalities for encrypted and distributed storage and context-aware access control, leveraging security and trust of cloud infrastructures and services and ensuring the protection, privacy and integrity of the data stored in the cloud. For proving its applicability, usability, effectiveness and value, the PaaSword consortium is currently developing and evaluating five pilot integration projects, which consist of typical scenarios specific to the particular user communities of which the pilot partners are part of, including PaaS providers, governmental institutions, logistics industry and providers of business applications. After a short overview of the framework, we present in detail expectations and integration experiences for two of the pilots: ""Protection of personal data in a multi-tenant CRM environment"" and ""Secure sensors data fusion and analytics"".",https://dl.acm.org/ft_gateway.cfm?id=3104060&ftid=1899477&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3104060&preflayout=flat,0,34,August 2017,Application of the holistic Data Privacy and Security Framework PaaSword: A focus on the integration in industrial Pilots,"ARES '17: Proceedings of the 12th International Conference on Availability, Reliability and Security"
73,"As storage-outsourcing services and resource-sharing networks have become popular, the problem of efficiently proving the integrity of data stored at untrusted servers has received increased attention. In the Provable Data Possession (PDP) model, the client preprocesses the data and then sends them to an untrusted server for storage while keeping a small amount of meta-data. The client later asks the server to prove that the stored data have not been tampered with or deleted (without downloading the actual data). However, existing PDP schemes apply only to static (or append-only) files. We present a definitional framework and efficient constructions for Dynamic Provable Data Possession (DPDP), which extends the PDP model to support provable updates to stored data. We use a new version of authenticated dictionaries based on rank information. The price of dynamic updates is a performance change from ",https://dl.acm.org/ft_gateway.cfm?id=2699909&ftid=1566959&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2699909&preflayout=flat,20,"1,222",April 2015,Dynamic Provable Data Possession,"ACM Transactions on Information and System Security (TISSEC): Volume 17 Issue 4, April 2015"
